geography,yearText,gradeText,studentsEnrolled,freeLunchProgramNumber,freeLunchProgramPercent,reducedLunchProgramNumber,reducedLunchProgramPercent,totalFreeAndReducedLunchProgramNumber,totalFreeAndReducedLunchProgramPercent,resolution,schoolDistrictText,schoolDistrictNumberText,schoolText,schoolTypeText,schoolNumber,districtType,districtIdText,rucaCode,ruralUrbanLevel,ruralUrbanSublevel,povertyLevel,povertySublevel,gradeLevel,gradeSort,
"Olmsted","2017-2018","All grades combined","325","39","12","17","5.2","56","17.2","[object Object]","Dover-Eyota","null","Dover-Eyota High School","Secondary and Senior High Schools","30","1","533","2","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","107","101","94.4","2","1.9","103","96.3","[object Object]","Minnesota Internship Center","null","Downtown Campus","Secondary and Senior High Schools","20","7","4102","1","Urban","Urban","High","High","9-12","-1"
"Dakota","2017-2018","All grades combined","2082","187","9","72","3.5","259","12.4","[object Object]","Rosemount-Apple Valley-Eagan","null","Eagan Senior High","Secondary and Senior High Schools","41","1","196","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","555","131","23.6","32","5.8","163","29.4","[object Object]","Eagle Ridge Academy Charter","null","Eagle Ridge Academy Charter School","Secondary and Senior High Schools","10","7","4122","1","Urban","Urban","Low","Mid-low","6-12","-1"
"Polk","2017-2018","All grades combined","573","132","23","33","5.8","165","28.8","[object Object]","East Grand Forks","null","East Grand Forks Senior High","Secondary and Senior High Schools","320","1","595","1","Urban","Urban","Low","Mid-low","9-12","-1"
"St. Louis","2017-2018","All grades combined","1464","172","11.7","74","5.1","246","16.8","[object Object]","Duluth","null","East High School","Secondary and Senior High Schools","220","1","709","1","Urban","Urban","Low","Low","9-12","-1"
"Washington","2017-2018","All grades combined","1838","167","9.1","40","2.2","207","11.3","[object Object]","South Washington County","null","East Ridge High School","Secondary and Senior High Schools","25","1","833","1","Urban","Urban","Low","Low","9-12","-1"
"Dakota","2017-2018","All grades combined","2181","219","10","113","5.2","332","15.2","[object Object]","Rosemount-Apple Valley-Eagan","null","Eastview Senior High","Secondary and Senior High Schools","88","1","196","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","2956","442","15","108","3.7","550","18.6","[object Object]","Eden Prairie","null","Eden Prairie Senior High","Secondary and Senior High Schools","64","1","272","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","2733","194","7.1","39","1.4","233","8.5","[object Object]","Edina","null","Edina Senior High","Secondary and Senior High Schools","21","1","273","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","958","691","72.1","71","7.4","762","79.5","[object Object]","Minneapolis","null","Edison Senior High","Secondary and Senior High Schools","352","3","1","1","Urban","Urban","High","High","9-12","-1"
"Hennepin","2017-2018","All grades combined","92","57","62","13","14.1","70","76.1","[object Object]","El Colegio Charter","null","El Colegio Charter School","Secondary and Senior High Schools","10","7","4057","1","Urban","Urban","High","High","9-12","-1"
"Sherburne","2017-2018","All grades combined","1694","157","9.3","81","4.8","238","14","[object Object]","Elk River","null","Elk River Senior High","Secondary and Senior High Schools","500","1","728","2","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","79","59","74.7","12","15.2","71","89.9","[object Object]","Face To Face Academy","null","Face To Face Academy","Secondary and Senior High Schools","10","7","4036","1","Urban","Urban","High","High","9-12","-1"
"Dakota","2017-2018","All grades combined","2115","196","9.3","117","5.5","313","14.8","[object Object]","Farmington","null","Farmington High School","Secondary and Senior High Schools","20","1","192","1","Urban","Urban","Low","Low","9-12","-1"
"St. Louis","2017-2018","All grades combined","117","37","31.6","12","10.3","49","41.9","[object Object]","Floodwood","null","Floodwood Secondary","Secondary and Senior High Schools","20","1","698","3","Urban","Urban","Low","Mid-low","7-12","-1"
"Benton","2017-2018","All grades combined","645","119","18.4","69","10.7","188","29.1","[object Object]","Foley","null","Foley Senior High","Secondary and Senior High Schools","20","1","51","2","Urban","Urban","Low","Mid-low","9-12","-1"
"Washington","2017-2018","All grades combined","1443","144","10","81","5.6","225","15.6","[object Object]","Forest Lake","null","Forest Lake Senior High","Secondary and Senior High Schools","114","1","831","2","Urban","Urban","Low","Low","9-12","-1"
"Anoka","2017-2018","All grades combined","892","412","46.2","122","13.7","534","59.9","[object Object]","Fridley","null","Fridley Senior High","Secondary and Senior High Schools","22","1","14","1","Urban","Urban","High","Mid-high","9-12","-1"
"Mower","2017-2018","All grades combined","136","20","14.7","14","10.3","34","25","[object Object]","Grand Meadow","null","Grand Meadow Senior High","Secondary and Senior High Schools","30","1","495","2","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","305","30","9.8","13","4.3","43","14.1","[object Object]","Great River","null","Great River School","Secondary and Senior High Schools","10","7","4105","1","Urban","Urban","Low","Low","7-12","-1"
"St. Louis","2017-2018","All grades combined","231","69","29.9","10","4.3","79","34.2","[object Object]","Harbor City International Charter","null","Harbor City International Charter","Secondary and Senior High Schools","10","7","4085","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Ramsey","2017-2018","All grades combined","1925","1267","65.8","221","11.5","1488","77.3","[object Object]","St. Paul","null","Harding Senior High","Secondary and Senior High Schools","215","1","625","1","Urban","Urban","High","High","9-12","-1"
"Dakota","2017-2018","All grades combined","1430","126","8.8","77","5.4","203","14.2","[object Object]","Hastings","null","Hastings High School","Secondary and Senior High Schools","129","1","200","2","Urban","Urban","Low","Low","9-12","-1"
"Clay","2017-2018","All grades combined","441","41","9.3","19","4.3","60","13.6","[object Object]","Hawley","null","Hawley Secondary","Secondary and Senior High Schools","20","1","150","2","Urban","Urban","Low","Low","7-12","-1"
"Dodge","2017-2018","All grades combined","390","74","19","27","6.9","101","25.9","[object Object]","Hayfield","null","Hayfield Secondary","Secondary and Senior High Schools","1","1","203","2","Urban","Urban","Low","Mid-low","6-12","-1"
"Hennepin","2017-2018","All grades combined","1100","780","70.9","74","6.7","854","77.6","[object Object]","Minneapolis","null","Henry Senior High","Secondary and Senior High Schools","354","3","1","1","Urban","Urban","High","High","9-12","-1"
"Dakota","2017-2018","All grades combined","1430","430","30.1","111","7.8","541","37.8","[object Object]","West St. Paul-Mendota Hts.-Eagan","null","Henry Sibley High School","Secondary and Senior High Schools","53","1","197","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Hennepin","2017-2018","All grades combined","188","176","93.6","1","0.5","177","94.1","[object Object]","Minneapolis","null","Heritage Science & Technology","Secondary and Senior High Schools","417","3","1","1","Urban","Urban","High","High","6-12","-1"
"St. Louis","2017-2018","All grades combined","662","41","6.2","26","3.9","67","10.1","[object Object]","Hermantown","null","Hermantown Senior High","Secondary and Senior High Schools","20","1","700","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","290","191","65.9","51","17.6","242","83.4","[object Object]","Hiawatha Academies","null","Hiawatha Collegiate High","Secondary and Senior High Schools","10","7","4170","1","Urban","Urban","High","High","9-11","-1"
"Ramsey","2017-2018","All grades combined","169","144","85.2","13","7.7","157","92.9","[object Object]","Higher Ground Academy","null","Higher Ground Secondary Academy","Secondary and Senior High Schools","30","7","4027","1","Urban","Urban","High","High","9-12","-1"
"Ramsey","2017-2018","All grades combined","1308","465","35.6","132","10.1","597","45.6","[object Object]","St. Paul","null","Highland Park Senior High","Secondary and Senior High Schools","220","1","625","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Ramsey","2017-2018","All grades combined","324","268","82.7","12","3.7","280","86.4","[object Object]","High School For Recording Arts","null","High School For Recording Arts","Secondary and Senior High Schools","10","7","4039","1","Urban","Urban","High","High","9-12","-1"
"Ramsey","2017-2018","All grades combined","495","327","66.1","76","15.4","403","81.4","[object Object]","Hmong College Prep Academy","null","Hmong College Prep Academy High School","Secondary and Senior High Schools","10","7","4103","1","Urban","Urban","High","High","9-12","-1"
"Stearns","2017-2018","All grades combined","504","63","12.5","54","10.7","117","23.2","[object Object]","Holdingford","null","Holdingford Secondary","Secondary and Senior High Schools","2","1","738","2","Urban","Urban","Low","Low","7-12","-1"
"Hennepin","2017-2018","All grades combined","1604","415","25.9","134","8.4","549","34.2","[object Object]","Hopkins","null","Hopkins Senior High","Secondary and Senior High Schools","282","1","270","1","Urban","Urban","Low","Mid-low","10-12","-1"
"Wright","2017-2018","All grades combined","328","49","14.9","20","6.1","69","21","[object Object]","Howard Lake-Waverly-Winsted","null","Howard Lake-Waverly-Winsted Secondary","Secondary and Senior High Schools","2","1","2687","2","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","1346","1108","82.3","82","6.1","1190","88.4","[object Object]","St. Paul","null","Humboldt High School","Secondary and Senior High Schools","225","1","625","1","Urban","Urban","High","High","6-12","-1"
"Carver","2017-2018","All grades combined","66","14","21.2","5","7.6","19","28.8","[object Object]","Eastern Carver County","null","Integrated Arts Academy","Secondary and Senior High Schools","65","1","112","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Ramsey","2017-2018","All grades combined","1706","521","30.5","185","10.8","706","41.4","[object Object]","Mounds View","null","Irondale Senior High","Secondary and Senior High Schools","65","1","621","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Sherburne","2017-2018","All grades combined","69","21","30.4","2","2.9","23","33.3","[object Object]","Elk River","null","Ivan Sands Community High","Secondary and Senior High Schools","600","1","728","2","Urban","Urban","Low","Mid-low","9-12","-1"
"Wright","2017-2018","All grades combined","92","5","5.4","0","0","5","5.4","[object Object]","Jane Goodall Envir Science","null","Jane Goodall Envir Science","Secondary and Senior High Schools","10","7","4229","2","Urban","Urban","Low","Low","6-12","-1"
"Hennepin","2017-2018","All grades combined","1651","244","14.8","86","5.2","330","20","[object Object]","Bloomington","null","Jefferson Senior High","Secondary and Senior High Schools","9","1","271","1","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","96","44","45.8","0","0","44","45.8","[object Object]","Jennings Community Learning Center","null","Jennings Experiential High School","Secondary and Senior High Schools","10","7","4031","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Olmsted","2017-2018","All grades combined","1727","470","27.2","166","9.6","636","36.8","[object Object]","Rochester","null","John Marshall Senior High","Secondary and Senior High Schools","310","1","535","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Ramsey","2017-2018","All grades combined","1292","839","64.9","145","11.2","984","76.2","[object Object]","St. Paul","null","Johnson Senior High","Secondary and Senior High Schools","230","1","625","1","Urban","Urban","High","High","9-12","-1"
"Scott","2017-2018","All grades combined","562","59","10.5","36","6.4","95","16.9","[object Object]","Jordan","null","Jordan Secondary","Secondary and Senior High Schools","127","1","717","2","Urban","Urban","Low","Low","9-12","-1"
"Wright","2017-2018","All grades combined","44","9","20.5","2","4.5","11","25","[object Object]","Kaleidoscope Charter","null","Kaleidoscope Charter High","Secondary and Senior High Schools","20","7","4118","2","Urban","Urban","Low","Low","9-12","-1"
"Wright","2017-2018","All grades combined","101","22","21.8","11","10.9","33","32.7","[object Object]","Kaleidoscope Charter","null","Kaleidoscope Charter Middle","Secondary and Senior High Schools","30","7","4118","2","Urban","Urban","Low","Mid-low","6-8","-1"
"Dodge","2017-2018","All grades combined","627","75","12","15","2.4","90","14.4","[object Object]","Kasson-Mantorville","null","Kasson-Mantorville Senior High","Secondary and Senior High Schools","30","1","204","2","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","1525","602","39.5","188","12.3","790","51.8","[object Object]","Bloomington","null","Kennedy Senior High","Secondary and Senior High Schools","7","1","271","1","Urban","Urban","High","Mid-high","9-12","-1"
"Stearns","2017-2018","All grades combined","419","57","13.6","35","8.4","92","22","[object Object]","Kimball","null","Kimball Secondary","Secondary and Senior High Schools","20","1","739","2","Urban","Urban","Low","Low","6-12","-1"
"Wright","2017-2018","All grades combined","29","7","24.1","1","3.4","8","27.6","[object Object]","St. Michael-Albertville","null","Knights Academy","Secondary and Senior High Schools","50","1","885","2","Urban","Urban","Low","Mid-low","10-12","-1"
"Houston","2017-2018","All grades combined","14","2","14.3","2","14.3","4","28.6","[object Object]","Lacrescent Montessori Academy","null","La Crescent Secondary Montessori Academy","Secondary and Senior High Schools","20","7","4054","1","Urban","Urban","Low","Mid-low","7-12","-1"
"Houston","2017-2018","All grades combined","387","36","9.3","19","4.9","55","14.2","[object Object]","La Crescent-Hokah","null","La Crescent Senior High","Secondary and Senior High Schools","20","1","300","1","Urban","Urban","Low","Low","9-12","-1"
"Becker","2017-2018","All grades combined","321","64","19.9","22","6.9","86","26.8","[object Object]","Lake Park Audubon","null","Lake Park Audubon Secondary","Secondary and Senior High Schools","20","1","2889","3","Urban","Urban","Low","Mid-low","7-12","-1"
"Washington","2017-2018","All grades combined","331","18","5.4","16","4.8","34","10.3","[object Object]","Lakes International Language Academy","null","Lakes Intl Language Acad-Headwaters","Secondary and Senior High Schools","20","7","4116","2","Urban","Urban","Low","Low","6-12","-1"
"Dakota","2017-2018","All grades combined","1775","89","5","52","2.9","141","7.9","[object Object]","Lakeville","null","Lakeville North High","Secondary and Senior High Schools","28","1","194","1","Urban","Urban","Low","Low","9-12","-1"
"Dakota","2017-2018","All grades combined","1819","181","10","74","4.1","255","14","[object Object]","Lakeville","null","Lakeville South High","Secondary and Senior High Schools","40","1","194","1","Urban","Urban","Low","Low","9-12","-1"
"McLeod","2017-2018","All grades combined","202","34","16.8","24","11.9","58","28.7","[object Object]","Lester Prairie","null","Lester Prairie Secondary","Secondary and Senior High Schools","20","1","424","3","Urban","Urban","Low","Mid-low","7-12","-1"
"Hennepin","2017-2018","All grades combined","132","124","93.9","8","6.1","132","100","[object Object]","Lincoln International","null","Lincoln International School","Secondary and Senior High Schools","10","7","4178","1","Urban","Urban","High","High","9-12","-1"
"Carlton","2017-2018","All grades combined","562","28","5","18","3.2","46","8.2","[object Object]","Esko","null","Lincoln Secondary","Secondary and Senior High Schools","1","1","99","2","Urban","Urban","Low","Low","7-12","-1"
"Hennepin","2017-2018","All grades combined","149","16","10.7","7","4.7","23","15.4","[object Object]","Lionsgate Academy","null","Lionsgate Academy","Secondary and Senior High Schools","10","7","4183","1","Urban","Urban","Low","Low","7-12","-1"
"Hennepin","2017-2018","All grades combined","39","4","10.3","0","0","4","10.3","[object Object]","Lionsgate Academy","null","Lionsgate Academy Aim","Secondary and Senior High Schools","30","7","4183","1","Urban","Urban","Low","Low","12","-1"
"Hennepin","2017-2018","All grades combined","60","21","35","6","10","27","45","[object Object]","Minneapolis","null","Loring-Nicollet High","Secondary and Senior High Schools","349","3","1","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Washington","2017-2018","All grades combined","1180","42","3.6","22","1.9","64","5.4","[object Object]","Mahtomedi","null","Mahtomedi Senior High","Secondary and Senior High Schools","40","1","832","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","289","40","13.8","16","5.5","56","19.4","[object Object]","Main Street Performing Arts","null","Main Street School Performing Arts","Secondary and Senior High Schools","10","7","4110","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","2275","247","10.9","81","3.6","328","14.4","[object Object]","Osseo","null","Maple Grove Senior High","Secondary and Senior High Schools","90","1","279","1","Urban","Urban","Low","Low","9-12","-1"
"Wright","2017-2018","All grades combined","450","47","10.4","38","8.4","85","18.9","[object Object]","Maple Lake","null","Maple Lake Secondary","Secondary and Senior High Schools","20","1","881","2","Urban","Urban","Low","Low","7-12","-1"
"Washington","2017-2018","All grades combined","512","17","3.3","4","0.8","21","4.1","[object Object]","Math And Science Academy","null","Math And Science Academy","Secondary and Senior High Schools","10","7","4043","1","Urban","Urban","Low","Low","6-12","-1"
"Olmsted","2017-2018","All grades combined","1689","407","24.1","109","6.5","516","30.6","[object Object]","Rochester","null","Mayo Senior High","Secondary and Senior High Schools","315","1","535","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Hennepin","2017-2018","All grades combined","254","230","90.6","0","0","230","90.6","[object Object]","Metro Schools Charter","null","Metro Schools Charter","Secondary and Senior High Schools","10","7","4131","1","Urban","Urban","High","High","9-12","-1"
"Sibley","2017-2018","All grades combined","131","21","16","7","5.3","28","21.4","[object Object]","Minnesota New Country","null","Minnesota New Country School","Secondary and Senior High Schools","10","7","4007","2","Urban","Urban","Low","Low","7-12","-1"
"Hennepin","2017-2018","All grades combined","3276","167","5.1","59","1.8","226","6.9","[object Object]","Minnetonka","null","Minnetonka Senior High","Secondary and Senior High Schools","74","1","276","1","Urban","Urban","Low","Low","9-12","-1"
"Wright","2017-2018","All grades combined","1196","184","15.4","81","6.8","265","22.2","[object Object]","Monticello","null","Monticello Senior High","Secondary and Senior High Schools","20","1","882","2","Urban","Urban","Low","Low","9-12","-1"
"Clay","2017-2018","All grades combined","1756","553","31.5","79","4.5","632","36","[object Object]","Moorhead","null","Moorhead High School","Secondary and Senior High Schools","382","1","152","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Ramsey","2017-2018","All grades combined","1794","138","7.7","83","4.6","221","12.3","[object Object]","Mounds View","null","Mounds View Senior High","Secondary and Senior High Schools","64","1","621","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","899","92","10.2","66","7.3","158","17.6","[object Object]","Westonka","null","Mound-Westonka High School","Secondary and Senior High Schools","62","1","277","1","Urban","Urban","Low","Low","8-12","-1"
"Hennepin","2017-2018","All grades combined","219","192","87.7","9","4.1","201","91.8","[object Object]","Minnesota Transitions Charter","null","Mts High School","Secondary and Senior High Schools","12","7","4017","1","Urban","Urban","High","High","7-12","-1"
"Hennepin","2017-2018","All grades combined","29","15","51.7","1","3.4","16","55.2","[object Object]","Minnesota Transitions Charter","null","Mts Pease Academy","Secondary and Senior High Schools","16","7","4017","1","Urban","Urban","High","Mid-high","10-12","-1"
