geography,yearText,gradeText,studentsEnrolled,freeLunchProgramNumber,freeLunchProgramPercent,reducedLunchProgramNumber,reducedLunchProgramPercent,totalFreeAndReducedLunchProgramNumber,totalFreeAndReducedLunchProgramPercent,resolution,schoolDistrictText,schoolDistrictNumberText,schoolText,schoolTypeText,schoolNumber,districtType,districtIdText,rucaCode,ruralUrbanLevel,ruralUrbanSublevel,povertyLevel,povertySublevel,gradeLevel,gradeSort,
"Scott","2017-2018","All grades combined","1302","89","6.8","55","4.2","144","11.1","[object Object]","New Prague Area","null","New Prague Senior High","Secondary and Senior High Schools","29","1","721","2","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","436","336","77.1","15","3.4","351","80.5","[object Object]","Minneapolis","null","North Academy Arts/Communication","Secondary and Senior High Schools","375","3","1","1","Urban","Urban","High","High","9-12","-1"
"Chisago","2017-2018","All grades combined","893","113","12.7","79","8.8","192","21.5","[object Object]","North Branch","null","North Branch Senior High","Secondary and Senior High Schools","30","1","138","2","Urban","Urban","Low","Low","9-12","-1"
"Washington","2017-2018","All grades combined","215","24","11.2","10","4.7","34","15.8","[object Object]","North Lakes Academy","null","North Lakes Academy 56","Secondary and Senior High Schools","20","7","4053","2","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","1797","773","43","225","12.5","998","55.5","[object Object]","North St Paul-Maplewood Oakdale","null","North Senior High","Secondary and Senior High Schools","57","1","622","1","Urban","Urban","High","Mid-high","9-12","-1"
"Anoka","2017-2018","All grades combined","153","43","28.1","26","17","69","45.1","[object Object]","Northwest Passage High","null","Northwest Passage High School","Secondary and Senior High Schools","10","7","4049","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Ramsey","2017-2018","All grades combined","514","39","7.6","24","4.7","63","12.3","[object Object]","Nova Classical Academy","null","Nova Classical Academy Upper School","Secondary and Senior High Schools","20","7","4098","1","Urban","Urban","Low","Low","6-12","-1"
"Ramsey","2017-2018","All grades combined","456","113","24.8","44","9.6","157","34.4","[object Object]","St. Paul","null","Open World Learning Secondary","Secondary and Senior High Schools","250","1","625","1","Urban","Urban","Low","Mid-low","6-12","-1"
"Hennepin","2017-2018","All grades combined","951","33","3.5","20","2.1","53","5.6","[object Object]","Orono","null","Orono Senior High","Secondary and Senior High Schools","30","1","278","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","2080","768","36.9","235","11.3","1003","48.2","[object Object]","Osseo","null","Osseo Senior High","Secondary and Senior High Schools","32","1","279","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Anoka","2017-2018","All grades combined","322","22","6.8","20","6.2","42","13","[object Object]","Pact Charter","null","Pact Charter Secondary","Secondary and Senior High Schools","30","7","4008","1","Urban","Urban","Low","Low","7-12","-1"
"Anoka","2017-2018","All grades combined","202","162","80.2","6","3","168","83.2","[object Object]","Paladin Career And Tech High","null","Paladin Career And Tech High School","Secondary and Senior High Schools","10","7","4104","1","Urban","Urban","High","High","9-12","-1"
"Hennepin","2017-2018","All grades combined","2027","1044","51.5","316","15.6","1360","67.1","[object Object]","Osseo","null","Park Center Ib World School","Secondary and Senior High Schools","88","1","279","1","Urban","Urban","High","Mid-high","9-12","-1"
"Washington","2017-2018","All grades combined","1819","429","23.6","84","4.6","513","28.2","[object Object]","South Washington County","null","Park Senior High","Secondary and Senior High Schools","24","1","833","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Hennepin","2017-2018","All grades combined","104","22","21.2","12","11.5","34","32.7","[object Object]","Parnassus Preparatory Charter","null","Parnassus Preparatory School-Rhetoric","Secondary and Senior High Schools","25","7","4199","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Hennepin","2017-2018","All grades combined","159","26","16.4","11","6.9","37","23.3","[object Object]","Perpich Center For Arts Education","null","Perpich Center For Arts Education","Secondary and Senior High Schools","10","70","1000","1","Urban","Urban","Low","Low","11-12","-1"
"Pine","2017-2018","All grades combined","790","193","24.4","56","7.1","249","31.5","[object Object]","Pine City","null","Pine City Secondary","Secondary and Senior High Schools","20","1","578","3","Urban","Urban","Low","Mid-low","7-12","-1"
"Goodhue","2017-2018","All grades combined","346","23","6.6","11","3.2","34","9.8","[object Object]","Pine Island","null","Pine Island Secondary","Secondary and Senior High Schools","20","1","255","2","Urban","Urban","Low","Low","9-12","-1"
"Wabasha","2017-2018","All grades combined","447","37","8.3","1","0.2","38","8.5","[object Object]","Plainview-Elgin-Millville","null","Plainview-Elgin-Millville High","Secondary and Senior High Schools","40","1","2899","7.1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","147","129","87.8","3","2","132","89.8","[object Object]","Minneapolis","null","Plymouth Youth Center","Secondary and Senior High Schools","357","3","1","1","Urban","Urban","High","High","9-12","-1"
"Hennepin","2017-2018","All grades combined","225","160","71.1","11","4.9","171","76","[object Object]","Prairie Seeds Academy","null","Prairie Seeds High School Academy","Secondary and Senior High Schools","40","7","4126","1","Urban","Urban","High","High","9-12","-1"
"Mille Lacs","2017-2018","All grades combined","1022","160","15.7","92","9","252","24.7","[object Object]","Princeton","null","Princeton Senior High","Secondary and Senior High Schools","30","1","477","2","Urban","Urban","Low","Low","9-12","-1"
"Scott","2017-2018","All grades combined","2693","156","5.8","102","3.8","258","9.6","[object Object]","Prior Lake-Savage Area","null","Prior Lake High School","Secondary and Senior High Schools","30","1","719","1","Urban","Urban","Low","Low","9-12","-1"
"St. Louis","2017-2018","All grades combined","536","89","16.6","34","6.3","123","22.9","[object Object]","Proctor","null","Proctor Senior High","Secondary and Senior High Schools","1","1","704","1","Urban","Urban","Low","Low","9-12","-1"
"Dakota","2017-2018","All grades combined","271","28","10.3","19","7","47","17.3","[object Object]","Randolph","null","Randolph Secondary","Secondary and Senior High Schools","20","1","195","2","Urban","Urban","Low","Low","7-12","-1"
"Hennepin","2017-2018","All grades combined","1142","587","51.4","136","11.9","723","63.3","[object Object]","Richfield","null","Richfield Senior High","Secondary and Senior High Schools","35","1","280","1","Urban","Urban","High","Mid-high","9-12","-1"
"Ramsey","2017-2018","All grades combined","68","37","54.4","2","2.9","39","57.4","[object Object]","Rivers Edge Academy","null","Rivers Edge Academy","Secondary and Senior High Schools","10","7","4190","1","Urban","Urban","High","Mid-high","9-12","-1"
"Hennepin","2017-2018","All grades combined","2029","572","28.2","164","8.1","736","36.3","[object Object]","Robbinsdale","null","Robbinsdale Armstrong Senior High","Secondary and Senior High Schools","53","1","281","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Hennepin","2017-2018","All grades combined","1556","784","50.4","207","13.3","991","63.7","[object Object]","Robbinsdale","null","Robbinsdale Cooper Senior High","Secondary and Senior High Schools","50","1","281","1","Urban","Urban","High","Mid-high","9-12","-1"
"Olmsted","2017-2018","All grades combined","111","19","17.1","13","11.7","32","28.8","[object Object]","Rochester Beacon Academy","null","Rochester Beacon Academy","Secondary and Senior High Schools","10","7","4238","1","Urban","Urban","Low","Mid-low","6-12","-1"
"Olmsted","2017-2018","All grades combined","113","109","96.5","0","0","109","96.5","[object Object]","Rochester Stem Academy","null","Rochester Stem Academy","Secondary and Senior High Schools","10","7","4204","1","Urban","Urban","High","High","9-12","-1"
"Wright","2017-2018","All grades combined","498","57","11.4","27","5.4","84","16.9","[object Object]","Rockford","null","Rockford Secondary","Secondary and Senior High Schools","1","1","883","2","Urban","Urban","Low","Low","9-12","-1"
"Stearns","2017-2018","All grades combined","790","102","12.9","56","7.1","158","20","[object Object]","Rocori","null","Rocori Senior High","Secondary and Senior High Schools","50","1","750","2","Urban","Urban","Low","Low","9-12","-1"
"Sherburne","2017-2018","All grades combined","1567","122","7.8","75","4.8","197","12.6","[object Object]","Elk River","null","Rogers Senior High","Secondary and Senior High Schools","510","1","728","2","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","166","160","96.4","0","0","160","96.4","[object Object]","Minnesota Internship Center","null","Rondo Campus","Secondary and Senior High Schools","10","7","4102","1","Urban","Urban","High","High","9-12","-1"
"Hennepin","2017-2018","All grades combined","1003","583","58.1","67","6.7","650","64.8","[object Object]","Minneapolis","null","Roosevelt Senior High","Secondary and Senior High Schools","360","3","1","1","Urban","Urban","High","Mid-high","9-12","-1"
"Olmsted","2017-2018","All grades combined","72","32","44.4","3","4.2","35","48.6","[object Object]","Rochester Off-Campus Charter","null","Rosa Parks Charter High","Secondary and Senior High Schools","10","7","4056","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Dakota","2017-2018","All grades combined","2326","242","10.4","100","4.3","342","14.7","[object Object]","Rosemount-Apple Valley-Eagan","null","Rosemount Senior High","Secondary and Senior High Schools","38","1","196","1","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","2310","735","31.8","206","8.9","941","40.7","[object Object]","Roseville","null","Roseville Area Senior High","Secondary and Senior High Schools","69","1","623","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Chisago","2017-2018","All grades combined","389","73","18.8","42","10.8","115","29.6","[object Object]","Rush City","null","Rush City Secondary","Secondary and Senior High Schools","20","1","139","2","Urban","Urban","Low","Mid-low","7-12","-1"
"Hennepin","2017-2018","All grades combined","76","75","98.7","0","0","75","98.7","[object Object]","Minnesota Internship Center","null","Sabathani Campus","Secondary and Senior High Schools","55","7","4102","1","Urban","Urban","High","High","10-12","-1"
"Hennepin","2017-2018","All grades combined","72","36","50","11","15.3","47","65.3","[object Object]","Sage Academy Charter","null","Sage Academy Charter School","Secondary and Senior High Schools","10","7","4087","1","Urban","Urban","High","Mid-high","9-12","-1"
"Hennepin","2017-2018","All grades combined","1471","405","27.5","70","4.8","475","32.3","[object Object]","St. Louis Park","null","Saint Louis Park Senior High","Secondary and Senior High Schools","40","1","283","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Stearns","2017-2018","All grades combined","1197","98","8.2","53","4.4","151","12.6","[object Object]","Sartell-St. Stephen","null","Sartell Senior High","Secondary and Senior High Schools","20","1","748","1","Urban","Urban","Low","Low","9-12","-1"
"Benton","2017-2018","All grades combined","1339","244","18.2","123","9.2","367","27.4","[object Object]","Sauk Rapids-Rice","null","Sauk Rapids-Rice Senior High","Secondary and Senior High Schools","1","1","47","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Dakota","2017-2018","All grades combined","397","31","7.8","16","4","47","11.8","[object Object]","Rosemount-Apple Valley-Eagan","null","School Of Environmental Studies","Secondary and Senior High Schools","60","1","196","1","Urban","Urban","Low","Low","11-12","-1"
"Anoka","2017-2018","All grades combined","49","2","4.1","4","8.2","6","12.2","[object Object]","Spring Lake Park","null","Secondary Lighthouse","Secondary and Senior High Schools","788","1","16","1","Urban","Urban","Low","Low","7-12","-1"
"Scott","2017-2018","All grades combined","1848","377","20.4","188","10.2","565","30.6","[object Object]","Shakopee","null","Shakopee Senior High","Secondary and Senior High Schools","83","1","720","1","Urban","Urban","Low","Mid-low","10-12","-1"
"Dakota","2017-2018","All grades combined","1097","299","27.3","86","7.8","385","35.1","[object Object]","Inver Grove Heights","null","Simley Senior High","Secondary and Senior High Schools","26","1","199","1","Urban","Urban","Low","Mid-low","9-12","-1"
"St. Louis","2017-2018","All grades combined","261","88","33.7","25","9.6","113","43.3","[object Object]","St. Louis County","null","South Ridge Secondary","Secondary and Senior High Schools","45","1","2142","2","Urban","Urban","Low","Mid-low","7-12","-1"
"Dakota","2017-2018","All grades combined","1727","585","33.9","226","13.1","811","47","[object Object]","South St. Paul","null","South Saint Paul Secondary","Secondary and Senior High Schools","120","3","6","1","Urban","Urban","Low","Mid-low","6-12","-1"
"Hennepin","2017-2018","All grades combined","1801","886","49.2","112","6.2","998","55.4","[object Object]","Minneapolis","null","South Senior High","Secondary and Senior High Schools","362","3","1","1","Urban","Urban","High","Mid-high","9-12","-1"
"Hennepin","2017-2018","All grades combined","1908","673","35.3","79","4.1","752","39.4","[object Object]","Minneapolis","null","Southwest Senior High","Secondary and Senior High Schools","364","3","1","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Anoka","2017-2018","All grades combined","1644","444","27","189","11.5","633","38.5","[object Object]","Spring Lake Park","null","Spring Lake Park Senior High","Secondary and Senior High Schools","45","1","16","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Hennepin","2017-2018","All grades combined","705","99","14","55","7.8","154","21.8","[object Object]","St. Anthony-New Brighton","null","St. Anthony Village Senior High","Secondary and Senior High Schools","20","1","282","1","Urban","Urban","Low","Low","9-12","-1"
"Winona","2017-2018","All grades combined","438","75","17.1","35","8","110","25.1","[object Object]","St. Charles","null","St. Charles Secondary","Secondary and Senior High Schools","3","1","858","2","Urban","Urban","Low","Mid-low","7-12","-1"
"Washington","2017-2018","All grades combined","347","13","3.7","11","3.2","24","6.9","[object Object]","St. Croix Preparatory Academy","null","St. Croix Preparatory Academy Upper","Secondary and Senior High Schools","30","7","4120","2","Urban","Urban","Low","Low","9-12","-1"
"Dakota","2017-2018","All grades combined","249","241","96.8","4","1.6","245","98.4","[object Object]","Step Academy Charter","null","Step Academy Charter School","Secondary and Senior High Schools","10","7","4200","1","Urban","Urban","High","High","7-12","-1"
"Olmsted","2017-2018","All grades combined","584","91","15.6","30","5.1","121","20.7","[object Object]","Stewartville","null","Stewartville Senior High","Secondary and Senior High Schools","30","1","534","2","Urban","Urban","Low","Low","9-12","-1"
"Anoka","2017-2018","All grades combined","1336","194","14.5","101","7.6","295","22.1","[object Object]","St. Francis","null","St. Francis High","Secondary and Senior High Schools","122","1","15","2","Urban","Urban","Low","Low","9-12","-1"
"Washington","2017-2018","All grades combined","2760","236","8.6","111","4","347","12.6","[object Object]","Stillwater Area","null","Stillwater Area High School","Secondary and Senior High Schools","47","1","834","2","Urban","Urban","Low","Low","9-12","-1"
"Wright","2017-2018","All grades combined","1985","151","7.6","72","3.6","223","11.2","[object Object]","St. Michael-Albertville","null","St. Michael-Albertville Senior High","Secondary and Senior High Schools","20","1","885","2","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","501","54","10.8","27","5.4","81","16.2","[object Object]","St Paul Conservatory Performing Art","null","St Paul Conservatory Performing Art","Secondary and Senior High Schools","10","7","4112","1","Urban","Urban","Low","Low","9-12","-1"
"Ramsey","2017-2018","All grades combined","1656","619","37.4","186","11.2","805","48.6","[object Object]","North St Paul-Maplewood Oakdale","null","Tartan Senior High","Secondary and Senior High Schools","58","1","622","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Stearns","2017-2018","All grades combined","1528","755","49.4","66","4.3","821","53.7","[object Object]","St. Cloud","null","Technical Senior High","Secondary and Senior High Schools","59","1","742","1","Urban","Urban","High","Mid-high","9-12","-1"
"Ramsey","2017-2018","All grades combined","624","206","33","81","13","287","46","[object Object]","Twin Cities Academy High","null","Twin Cities Academy","Secondary and Senior High Schools","10","7","4132","1","Urban","Urban","Low","Mid-low","6-12","-1"
"Hennepin","2017-2018","All grades combined","299","275","92","19","6.4","294","98.3","[object Object]","Ubah Medical Academy Charter","null","Ubah Medical Academy Charter School","Secondary and Senior High Schools","10","7","4121","1","Urban","Urban","High","High","9-12","-1"
"Clay","2017-2018","All grades combined","137","18","13.1","10","7.3","28","20.4","[object Object]","Ulen-Hitterdal","null","Ulen-Hitterdal Secondary","Secondary and Senior High Schools","2","1","914","2","Urban","Urban","Low","Low","7-12","-1"
"Hennepin","2017-2018","All grades combined","150","146","97.3","1","0.7","147","98","[object Object]","Minnesota Internship Center","null","Unity Campus","Secondary and Senior High Schools","15","7","4102","1","Urban","Urban","High","High","9-12","-1"
"Hennepin","2017-2018","All grades combined","65","10","15.4","2","3.1","12","18.5","[object Object]","Upper Mississippi Academy","null","Upper Mississippi High Academy","Secondary and Senior High Schools","30","7","4210","1","Urban","Urban","Low","Low","9-10","-1"
"Carver","2017-2018","All grades combined","1262","73","5.8","46","3.6","119","9.4","[object Object]","Waconia","null","Waconia Senior High","Secondary and Senior High Schools","310","1","110","2","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","1648","531","32.2","89","5.4","620","37.6","[object Object]","Minneapolis","null","Washburn Senior High","Secondary and Senior High Schools","368","3","1","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Ramsey","2017-2018","All grades combined","2114","1702","80.5","191","9","1893","89.5","[object Object]","St. Paul","null","Washington Tech Secondary Magnet","Secondary and Senior High Schools","252","1","625","1","Urban","Urban","High","High","6-12","-1"
"Hennepin","2017-2018","All grades combined","54","17","31.5","4","7.4","21","38.9","[object Object]","Watershed High","null","Watershed High School","Secondary and Senior High Schools","10","7","4092","1","Urban","Urban","Low","Mid-low","9-12","-1"
"Carver","2017-2018","All grades combined","488","43","8.8","30","6.1","73","15","[object Object]","Watertown-Mayer","null","Watertown Mayer High","Secondary and Senior High Schools","842","1","111","2","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","3342","208","6.2","106","3.2","314","9.4","[object Object]","Wayzata","null","Wayzata High","Secondary and Senior High Schools","50","1","284","1","Urban","Urban","Low","Low","9-12","-1"
"Hennepin","2017-2018","All grades combined","253","218","86.2","13","5.1","231","91.3","[object Object]","Minneapolis","null","Wellstone International High","Secondary and Senior High Schools","363","3","1","1","Urban","Urban","High","High","9-12","-1"
"Ramsey","2017-2018","All grades combined","1284","244","19","83","6.5","327","25.5","[object Object]","White Bear Lake","null","White Bear North Campus Senior","Secondary and Senior High Schools","55","1","624","1","Urban","Urban","Low","Mid-low","9-11","-1"
"Ramsey","2017-2018","All grades combined","1077","163","15.1","78","7.2","241","22.4","[object Object]","White Bear Lake","null","White Bear South Campus Senior","Secondary and Senior High Schools","95","1","624","1","Urban","Urban","Low","Low","11-12","-1"
"Washington","2017-2018","All grades combined","1953","254","13","57","2.9","311","15.9","[object Object]","South Washington County","null","Woodbury Senior High","Secondary and Senior High Schools","29","1","833","1","Urban","Urban","Low","Low","9-12","-1"
"Sherburne","2017-2018","All grades combined","675","88","13","42","6.2","130","19.3","[object Object]","Elk River","null","Zimmerman High School","Secondary and Senior High Schools","530","1","728","2","Urban","Urban","Low","Low","9-12","-1"

Source: Minnesota Department of Education Student Enrollment Data for Special Populations: Free and Reduced Price Lunch Eligibility.  The data represents students enrolled in kindergarten (KG) through grade 12 Minnesota public schools that are eligible for the free and reduced price lunch (FRPL) program. FRPL eligibility is an alternative measure or indicator of the percentage of children within public schools from lower income households. The indicator helps to assess need or identify vulnerable populations for public health programs.  Estimates by state; county; and school district may include students enrolled in special education; juvenile corrections; mental health and chemical dependency programs; alternative learning centers; and online programs (i.e.: programs within schools). Students enrolled in these programs within schools are not included in estimates by specific public schools."  See https://data.web.health.state.mn.us/web/mndata/lunch-metadata for more information.
